transaction_id,product_id,sale_date,quantity,price_per_unit
1607,103,2025-01-20,5,19.25
1608,107,2025-01-29,4,15.52
1609,101,2025-01-29,1,16.53
1610,110,2025-01-15,1,18.23
1611,109,2025-01-14,1,37.79
1612,100,2025-01-22,4,38.3
1613,104,2025-01-23,5,21.18
1614,100,2025-01-26,2,17.62
1615,105,2025-01-15,2,31.59
1616,109,2025-01-17,1,23.19
1617,104,2025-01-04,3,30.65
1618,110,2025-01-07,5,20.78
1619,101,2025-01-06,5,23.1
1620,107,2025-01-25,3,44.33
1621,105,2025-01-02,3,22.66
1622,100,2025-01-21,4,43.57
1623,109,2025-01-11,2,15.47
1624,109,2025-01-05,2,44.94
1625,109,2025-01-21,2,18.44
1626,109,2025-01-11,4,36.47
1627,110,2025-01-07,4,24.51
1628,101,2025-01-02,1,11.8
1629,104,2025-01-15,4,38.8
1630,109,2025-01-12,4,26.44
1631,102,2025-01-01,4,15.35
1632,105,2025-01-26,4,47.14
1633,101,2025-01-20,5,28.68
1634,108,2025-01-26,3,46.0
1635,100,2025-01-16,2,13.53
1636,104,2025-01-14,4,27.3
1637,105,2025-01-24,1,34.28
1638,101,2025-01-16,1,23.18
1639,105,2025-01-05,4,29.63
1640,100,2025-01-15,5,46.22
1641,102,2025-01-03,5,41.73
1642,106,2025-01-06,4,17.81
1643,103,2025-01-08,4,49.46
1644,109,2025-01-23,2,32.47
1645,105,2025-01-27,3,40.78
1646,110,2025-01-25,1,45.21
1647,106,2025-01-24,3,27.37
1648,101,2025-01-17,4,36.81
1649,106,2025-01-29,1,43.14
1650,110,2025-01-06,4,48.82
1651,110,2025-01-11,2,27.51
1652,100,2025-01-14,4,11.7
1653,106,2025-01-06,1,41.01
1654,108,2025-01-05,4,42.93
1655,110,2025-01-15,2,13.63
1656,104,2025-01-04,2,13.01
1657,100,2025-01-04,2,18.77
1658,106,2025-01-29,4,18.25
1659,102,2025-01-09,5,21.45
1660,104,2025-01-09,3,38.79
1661,101,2025-01-17,4,27.27
1662,102,2025-01-04,4,35.8
1663,102,2025-01-05,4,46.06
1664,107,2025-01-21,5,30.45
1665,102,2025-01-28,4,41.46
1666,104,2025-01-01,3,16.54
1667,103,2025-01-18,4,42.88
1668,102,2025-01-04,3,43.78
1669,108,2025-01-30,4,27.86
1670,104,2025-01-11,3,49.93
1671,103,2025-01-05,4,24.22
1672,101,2025-01-13,5,37.96
1673,103,2025-01-21,5,31.5
1674,104,2025-01-03,2,22.38
1675,104,2025-01-19,1,21.34
1676,107,2025-01-11,4,46.92
1677,109,2025-01-14,3,17.14
1678,104,2025-01-01,2,13.62
1679,108,2025-01-20,2,10.41
1680,101,2025-01-02,4,49.28
1681,110,2025-01-12,2,22.97
1682,104,2025-01-29,1,41.51
1683,105,2025-01-28,1,28.14
1684,110,2025-01-11,5,32.42
1685,105,2025-01-07,5,23.23
1686,102,2025-01-30,4,25.09
1687,104,2025-01-28,2,16.21
1688,100,2025-01-19,2,34.47
1689,108,2025-01-15,1,38.91
1690,102,2025-01-17,5,29.64
1691,110,2025-01-28,2,13.74
1692,105,2025-01-28,2,43.73
1693,100,2025-01-22,2,43.74
1694,108,2025-01-20,2,42.41
1695,103,2025-01-17,3,13.97
1696,110,2025-01-12,3,41.65
1697,107,2025-01-30,3,29.86
1698,108,2025-01-23,4,46.22
1699,100,2025-01-16,2,24.31
1700,109,2025-01-09,2,48.04
1701,106,2025-01-22,4,31.69
1702,109,2025-01-22,4,40.05
1703,103,2025-01-18,2,20.38
1704,107,2025-01-23,4,47.2
1705,109,2025-01-14,4,20.38
1706,104,2025-01-09,2,34.87
1707,101,2025-01-26,4,13.61
1708,100,2025-01-10,2,26.72
1709,105,2025-01-28,5,24.57
1710,108,2025-01-25,5,10.74
1711,108,2025-01-29,2,19.96
1712,101,2025-01-05,5,43.58
1713,100,2025-01-21,3,12.22
1714,102,2025-01-23,1,34.83
1715,100,2025-01-24,2,21.79
1716,104,2025-01-01,1,42.12
1717,108,2025-01-09,3,28.51
1718,100,2025-01-06,1,24.7
1719,105,2025-01-07,5,19.57
1720,110,2025-01-17,2,10.08
1721,109,2025-01-26,1,42.31
1722,109,2025-01-18,1,27.3
1723,103,2025-01-25,3,32.11
1724,104,2025-01-16,1,45.4
1725,101,2025-01-04,4,20.89
1726,108,2025-01-06,2,32.97
1727,106,2025-01-10,4,36.59
1728,110,2025-01-12,3,23.27
1729,101,2025-01-23,3,13.22
1730,102,2025-01-04,2,14.54
1731,105,2025-01-22,5,30.56
1732,102,2025-01-30,4,41.87
1733,104,2025-01-03,4,37.37
1734,101,2025-01-08,1,49.15
1735,101,2025-01-19,3,32.47
1736,102,2025-01-27,3,46.13
1737,108,2025-01-30,1,35.87
1738,106,2025-01-26,1,15.09
1739,109,2025-01-04,5,32.23
1740,110,2025-01-04,4,10.91
1741,107,2025-01-21,3,40.42
1742,108,2025-01-24,5,35.04
1743,109,2025-01-29,5,31.82
1744,101,2025-01-26,3,32.01
1745,101,2025-01-29,3,36.96
1746,104,2025-01-13,2,21.7
1747,106,2025-01-13,5,12.95
1748,107,2025-01-23,2,22.6
1749,108,2025-01-30,5,47.43
1750,100,2025-01-24,4,33.23
1751,108,2025-01-09,3,22.57
1752,103,2025-01-18,3,26.35
1753,105,2025-01-07,3,17.22
1754,102,2025-01-02,1,49.12
1755,105,2025-01-31,2,24.27
1756,106,2025-01-23,3,38.7
1757,104,2025-01-02,5,38.18
1758,105,2025-01-23,1,29.24
1759,102,2025-01-25,1,30.78
1760,106,2025-01-25,1,33.34
1761,100,2025-01-29,3,12.99
1762,110,2025-01-10,4,49.77
1763,109,2025-01-11,2,18.88
1764,110,2025-01-19,1,15.71
1765,100,2025-01-10,1,46.39
1766,110,2025-01-22,2,15.48
1767,102,2025-01-23,4,27.48
1768,100,2025-01-03,2,28.43
1769,110,2025-01-29,2,43.07
1770,104,2025-01-25,3,41.22
1771,107,2025-01-22,2,34.71
1772,103,2025-01-11,4,10.34
1773,108,2025-01-08,3,43.93
1774,106,2025-01-31,1,47.39
1775,100,2025-01-26,5,44.94
1776,102,2025-01-13,5,40.66
1777,107,2025-01-20,1,20.39
1778,110,2025-01-23,3,34.17
1779,108,2025-01-11,4,38.94
1780,105,2025-01-11,1,22.49
1781,103,2025-01-19,2,14.07
1782,106,2025-01-29,3,22.66
1783,108,2025-01-14,4,26.94
1784,103,2025-01-23,3,30.39
1785,102,2025-01-14,5,31.39
1786,103,2025-01-28,2,27.97
1787,103,2025-01-18,5,19.56
1788,101,2025-01-28,2,40.81
1789,104,2025-01-26,5,49.26
1790,100,2025-01-25,1,31.9
1791,103,2025-01-14,3,13.53
1792,102,2025-01-16,2,26.91
1793,104,2025-01-30,1,30.13
1794,104,2025-01-23,4,34.17
1795,106,2025-01-19,2,21.53
1796,106,2025-01-21,3,21.66
1797,103,2025-01-17,4,35.47
1798,100,2025-01-01,5,10.28
1799,110,2025-01-21,3,25.72
1800,103,2025-01-26,4,36.56
1801,110,2025-01-06,3,48.92
1802,101,2025-01-18,1,26.01
1803,108,2025-01-02,4,13.28
1804,100,2025-01-21,4,45.28
1805,105,2025-01-06,5,29.36
1806,103,2025-01-21,5,41.34
1807,106,2025-01-22,5,31.75
1808,104,2025-01-15,2,19.21
1809,107,2025-01-12,5,14.35
1810,101,2025-01-25,2,24.12
1811,105,2025-01-25,5,14.98
1812,105,2025-01-12,5,43.73
1813,109,2025-01-14,1,12.68
1814,102,2025-01-09,4,24.09
1815,107,2025-01-30,5,17.48
1816,102,2025-01-04,5,49.04
1817,102,2025-01-16,1,32.45
1818,103,2025-01-03,5,12.77
1819,101,2025-01-21,3,21.11
1820,100,2025-01-26,2,37.01
1821,101,2025-01-09,5,20.26
1822,100,2025-01-20,1,26.44
1823,106,2025-01-02,3,27.64
1824,109,2025-01-24,1,35.37
1825,110,2025-01-09,3,13.81
1826,104,2025-01-29,1,39.22
1827,101,2025-01-02,3,45.87
1828,100,2025-01-11,1,47.54
1829,109,2025-01-02,5,33.85
1830,105,2025-01-16,2,20.1
1831,106,2025-01-19,4,14.2
1832,105,2025-01-06,1,17.6
1833,110,2025-01-08,4,15.7
1834,107,2025-01-17,1,39.82
1835,102,2025-01-13,4,39.08
1836,109,2025-01-11,4,26.17
1837,100,2025-01-30,3,32.51
1838,101,2025-01-28,4,20.79
1839,107,2025-01-06,5,21.35
1840,101,2025-01-10,2,41.42
1841,108,2025-01-17,5,17.31
1842,104,2025-01-15,3,49.01
1843,104,2025-01-16,2,33.38
1844,102,2025-01-15,4,29.93
1845,110,2025-01-09,4,26.22
1846,104,2025-01-22,3,22.17
1847,106,2025-01-12,1,35.49
1848,109,2025-01-01,4,41.86
1849,100,2025-01-30,3,12.11
1850,107,2025-01-20,2,23.05
1851,106,2025-01-28,1,32.12
1852,105,2025-01-17,5,13.47
1853,103,2025-01-31,3,48.71
1854,102,2025-01-15,5,17.66
1855,109,2025-01-13,3,20.27
1856,110,2025-01-22,3,10.11
1857,102,2025-01-18,3,18.66
1858,104,2025-01-27,2,26.85
1859,104,2025-01-31,4,35.84
1860,104,2025-01-13,5,18.71
1861,105,2025-01-31,3,13.03
1862,101,2025-01-17,2,35.49
1863,104,2025-01-04,3,49.98
1864,101,2025-01-05,4,12.56
1865,108,2025-01-23,3,15.38
1866,107,2025-01-06,2,26.48
1867,108,2025-01-03,5,22.95
1868,104,2025-01-30,1,25.21
1869,104,2025-01-03,1,37.15
1870,107,2025-01-11,1,12.74
1871,103,2025-01-19,5,24.91
1872,106,2025-01-25,3,22.45
1873,107,2025-01-21,2,35.84
1874,108,2025-01-26,3,44.47
1875,105,2025-01-20,4,48.62
1876,104,2025-01-05,3,34.38
1877,110,2025-01-30,3,25.61
1878,110,2025-01-04,1,42.86
1879,101,2025-01-23,3,40.71
1880,109,2025-01-27,4,42.44
1881,104,2025-01-27,1,33.51
1882,110,2025-01-03,1,34.45
1883,105,2025-01-05,1,41.43
1884,103,2025-01-08,4,27.58
1885,104,2025-01-19,3,32.02
1886,103,2025-01-30,1,27.13
1887,106,2025-01-18,3,36.84
1888,108,2025-01-03,1,28.86
1889,109,2025-01-25,5,22.98
1890,110,2025-01-03,3,36.81
1891,109,2025-01-02,1,39.6
1892,110,2025-01-23,4,31.04
1893,106,2025-01-27,5,21.98
1894,105,2025-01-25,4,21.85
1895,109,2025-01-20,5,24.44
1896,100,2025-01-13,5,19.05
1897,105,2025-01-04,1,49.53
1898,106,2025-01-25,2,26.32
1899,109,2025-01-10,5,22.65
1900,109,2025-01-16,4,38.37
1901,102,2025-01-28,4,46.2
1902,104,2025-01-24,3,36.18
1903,110,2025-01-09,2,34.83
1904,105,2025-01-16,1,31.11
1905,100,2025-01-01,4,37.73
1906,100,2025-01-07,3,15.51
1907,108,2025-01-05,2,10.13
1908,109,2025-01-15,5,16.12
1909,109,2025-01-13,1,48.53
1910,101,2025-01-19,2,18.91
1911,106,2025-01-16,1,41.38
1912,102,2025-01-29,3,18.28
1913,107,2025-01-09,1,39.63
1914,101,2025-01-20,5,44.61
1915,100,2025-01-28,5,33.86
1916,102,2025-01-25,2,38.37
1917,107,2025-01-01,4,44.49
1918,106,2025-01-28,4,33.72
1919,102,2025-01-31,4,38.74
1920,104,2025-01-22,3,25.7
1921,101,2025-01-01,5,12.91
1922,110,2025-01-21,5,38.89
1923,101,2025-01-10,3,42.49
1924,100,2025-01-22,1,25.13
1925,106,2025-01-23,2,47.94
1926,104,2025-01-13,5,19.67
1927,106,2025-01-15,3,49.02
1928,100,2025-01-07,1,38.38
1929,101,2025-01-06,5,47.3
1930,100,2025-01-09,3,17.97
1931,101,2025-01-17,2,46.04
1932,100,2025-01-07,3,34.47
1933,105,2025-01-21,3,26.56
1934,106,2025-01-03,2,41.3
1935,103,2025-01-06,5,45.65
1936,103,2025-01-26,3,34.51
1937,100,2025-01-22,5,16.63
1938,106,2025-01-10,1,47.88
1939,105,2025-01-03,4,38.39
1940,107,2025-01-29,1,45.59
1941,100,2025-01-27,2,42.1
1942,103,2025-01-31,3,14.94
1943,101,2025-01-22,4,48.24
1944,105,2025-01-08,1,22.8
1945,107,2025-01-23,3,46.54
1946,109,2025-01-22,2,44.65
1947,107,2025-01-22,4,37.16
1948,103,2025-01-30,5,48.33
1949,103,2025-01-30,4,49.96
1950,106,2025-01-24,3,30.34
1951,110,2025-01-07,5,38.15
1952,104,2025-01-30,4,29.11
1953,109,2025-01-28,2,13.08
1954,106,2025-01-29,4,46.61
1955,101,2025-01-01,2,46.3
1956,106,2025-01-21,2,17.83
1957,102,2025-01-27,4,30.5
1958,104,2025-01-16,5,12.33
1959,106,2025-01-23,4,18.79
1960,102,2025-01-15,5,28.53
1961,100,2025-01-31,1,11.84
1962,109,2025-01-25,1,30.07
1963,109,2025-01-23,4,12.48
1964,101,2025-01-30,4,26.26
1965,110,2025-01-11,5,47.99
1966,109,2025-01-29,5,26.97
1967,108,2025-01-19,4,21.44
1968,107,2025-01-24,5,36.45
1969,108,2025-01-01,5,33.59
1970,102,2025-01-02,1,39.09
1971,110,2025-01-21,2,42.44
1972,110,2025-01-21,3,11.19
1973,101,2025-01-14,2,25.59
1974,108,2025-01-20,3,17.49
1975,100,2025-01-09,2,27.62
1976,100,2025-01-26,4,14.75
1977,107,2025-01-22,3,27.73
1978,106,2025-01-06,3,30.39
1979,110,2025-01-17,5,48.89
1980,106,2025-01-07,1,23.75
1981,102,2025-01-22,3,40.77
1982,110,2025-01-09,5,31.71
1983,101,2025-01-03,3,16.36
1984,105,2025-01-13,5,46.78
1985,107,2025-01-17,1,18.51
1986,103,2025-01-29,5,30.11
1987,104,2025-01-15,5,43.17
1988,104,2025-01-24,3,29.18
1989,102,2025-01-12,1,11.59
1990,109,2025-01-04,2,15.05
1991,105,2025-01-10,3,33.42
1992,110,2025-01-13,1,13.98
1993,101,2025-01-20,2,28.28
1994,107,2025-01-11,4,26.46
1995,109,2025-01-03,1,40.77
1996,104,2025-01-07,3,45.67
1997,104,2025-01-27,5,18.66
1998,102,2025-01-02,5,45.9
1999,105,2025-01-21,1,48.62
2000,103,2025-01-27,4,37.1
2001,109,2025-01-04,5,49.58
2002,103,2025-01-08,1,14.76
2003,101,2025-01-22,5,48.1
2004,105,2025-01-20,2,31.22
2005,110,2025-01-24,4,47.6
2006,103,2025-01-12,5,20.14
2007,103,2025-01-04,5,45.2
2008,103,2025-01-25,3,22.17
2009,110,2025-01-08,3,32.69
2010,104,2025-01-18,2,41.42
2011,110,2025-01-04,2,41.8
2012,103,2025-01-08,4,45.0
2013,104,2025-01-23,2,42.81
2014,108,2025-01-14,4,23.68
2015,100,2025-01-21,1,15.65
2016,109,2025-01-26,5,20.57
2017,106,2025-01-19,3,41.78
2018,110,2025-01-14,2,30.36
2019,102,2025-01-10,4,46.79
2020,102,2025-01-22,2,43.84
2021,106,2025-01-09,4,37.05
2022,100,2025-01-30,2,37.2
2023,100,2025-01-21,4,18.2
2024,100,2025-01-31,5,37.46
2025,102,2025-01-06,3,31.83
2026,100,2025-01-08,1,19.4
2027,103,2025-01-20,3,26.02
2028,108,2025-01-23,5,24.17
2029,101,2025-01-05,5,45.5
2030,101,2025-01-02,5,40.61
2031,109,2025-01-02,3,23.49
2032,104,2025-01-06,2,48.86
2033,110,2025-01-11,3,41.95
2034,109,2025-01-16,1,28.24
2035,104,2025-01-07,4,27.53
2036,110,2025-01-18,5,15.39
2037,102,2025-01-09,1,48.68
2038,102,2025-01-31,1,11.2
2039,110,2025-01-31,4,17.2
2040,108,2025-01-25,4,48.21
2041,101,2025-01-26,1,24.58
2042,100,2025-01-16,1,49.34
2043,110,2025-01-31,4,44.99
2044,105,2025-01-23,2,14.09
2045,105,2025-01-30,5,33.93
2046,105,2025-01-13,1,45.63
2047,107,2025-01-17,3,11.55
2048,103,2025-01-24,2,38.68
2049,100,2025-01-10,2,26.68
2050,105,2025-01-02,4,12.97
2051,106,2025-01-15,3,34.53
2052,109,2025-01-28,5,46.45
2053,105,2025-01-28,2,21.83
2054,107,2025-01-11,3,33.75
2055,110,2025-01-04,3,24.17
2056,104,2025-01-21,3,12.19
2057,110,2025-01-07,4,40.18
2058,102,2025-01-24,5,34.22
2059,107,2025-01-06,5,14.92
2060,102,2025-01-27,2,12.69
2061,101,2025-01-26,3,45.02
2062,106,2025-01-15,1,33.04
2063,109,2025-01-27,5,43.2
2064,103,2025-01-01,4,18.99
2065,109,2025-01-24,2,24.17
2066,100,2025-01-01,1,18.65
2067,102,2025-01-14,1,14.62
2068,106,2025-01-18,3,49.7
2069,103,2025-01-13,5,45.83
2070,108,2025-01-17,2,49.85
2071,110,2025-01-13,3,25.5
2072,103,2025-01-31,4,21.96
2073,103,2025-01-03,2,49.88
2074,106,2025-01-22,2,25.36
2075,102,2025-01-08,4,31.39
2076,101,2025-01-22,3,14.02
2077,100,2025-01-29,5,40.22
2078,109,2025-01-01,4,20.84
2079,110,2025-01-06,4,26.91
2080,100,2025-01-29,5,31.37
2081,101,2025-01-16,3,47.76
2082,106,2025-01-08,1,20.89
2083,101,2025-01-25,4,16.85
2084,107,2025-01-27,3,26.25
2085,102,2025-01-02,5,29.1
2086,110,2025-01-29,3,45.41
2087,108,2025-01-20,5,45.66
2088,108,2025-01-13,4,24.13
2089,100,2025-01-24,5,44.91
2090,102,2025-01-03,2,42.37
2091,104,2025-01-10,4,28.14
2092,107,2025-01-03,5,20.6
2093,102,2025-01-15,5,40.66
2094,102,2025-01-10,3,37.27
2095,110,2025-01-19,3,21.87
2096,110,2025-01-10,3,22.18
2097,100,2025-01-20,4,43.99
2098,106,2025-01-09,5,44.02
2099,102,2025-01-23,3,19.61
2100,107,2025-01-03,2,43.31
2101,108,2025-01-28,5,31.13
2102,103,2025-01-14,3,11.74
2103,101,2025-01-21,5,10.28
2104,106,2025-01-31,4,32.32
2105,110,2025-01-02,4,27.12
2106,108,2025-01-16,4,11.62
2107,104,2025-01-07,1,30.91
2108,109,2025-01-22,4,29.55
2109,108,2025-01-09,2,31.74
2110,106,2025-01-18,1,13.44
2111,102,2025-01-31,5,34.31
2112,105,2025-01-12,4,37.74
2113,107,2025-01-28,2,47.76
2114,107,2025-01-28,5,42.28
2115,103,2025-01-17,1,17.37
2116,102,2025-01-03,1,41.04
2117,101,2025-01-26,2,38.7
2118,103,2025-01-29,5,25.6
2119,102,2025-01-23,1,16.31
2120,105,2025-01-06,4,47.56
2121,107,2025-01-20,2,12.82
2122,106,2025-01-30,5,19.75
2123,105,2025-01-17,1,11.88
2124,103,2025-01-26,3,36.57
2125,108,2025-01-28,2,40.75
2126,100,2025-01-20,4,42.71
2127,103,2025-01-15,2,44.29
2128,110,2025-01-05,2,38.45
2129,110,2025-01-11,2,48.26
2130,102,2025-01-22,4,29.18
2131,109,2025-01-20,1,12.51
2132,109,2025-01-17,5,26.19
2133,105,2025-01-06,3,43.2
2134,109,2025-01-16,3,17.38
2135,110,2025-01-21,2,17.22
2136,110,2025-01-26,1,45.86
2137,101,2025-01-28,5,28.76
2138,110,2025-01-24,3,36.49
2139,102,2025-01-15,2,42.27
2140,105,2025-01-02,1,31.08
2141,110,2025-01-13,1,29.6
2142,102,2025-01-10,2,27.59
2143,105,2025-01-01,1,20.81
2144,100,2025-01-03,2,27.62
2145,102,2025-01-18,1,29.92
2146,108,2025-01-29,3,11.52
2147,110,2025-01-10,4,26.96
2148,103,2025-01-25,1,18.39
2149,105,2025-01-13,2,42.13
2150,102,2025-01-31,2,30.95
2151,101,2025-01-06,1,47.16
2152,104,2025-01-05,3,32.91
2153,104,2025-01-24,2,21.15
2154,104,2025-01-22,2,22.29
2155,101,2025-01-14,1,24.46
2156,109,2025-01-11,3,33.52
2157,105,2025-01-01,4,16.45
2158,105,2025-01-16,2,36.68
2159,110,2025-01-05,4,29.76
2160,100,2025-01-31,4,27.75
2161,107,2025-01-29,5,27.0
2162,110,2025-01-03,2,12.77
2163,101,2025-01-30,2,21.91
2164,102,2025-01-19,2,49.53
2165,107,2025-01-03,1,12.23
2166,103,2025-01-06,2,16.93
2167,101,2025-01-27,1,10.39
2168,108,2025-01-28,3,32.4
2169,110,2025-01-23,3,48.92
2170,109,2025-01-01,1,13.18
2171,108,2025-01-31,5,38.26
2172,105,2025-01-26,5,47.47
2173,110,2025-01-13,4,27.35
2174,101,2025-01-26,2,15.82
2175,107,2025-01-21,4,14.05
2176,103,2025-01-12,5,17.35
2177,105,2025-01-25,2,34.64
2178,104,2025-01-05,4,23.56
2179,107,2025-01-09,1,27.85
2180,101,2025-01-30,3,17.9
2181,110,2025-01-05,4,21.57
2182,110,2025-01-04,1,32.41
2183,105,2025-01-28,5,30.19
2184,109,2025-01-24,4,10.85
2185,101,2025-01-21,4,39.74
2186,100,2025-01-19,1,49.74
2187,109,2025-01-30,2,49.43
2188,103,2025-01-07,5,31.22
2189,101,2025-01-04,2,17.54
2190,100,2025-01-22,2,44.91
2191,104,2025-01-17,3,30.09
2192,108,2025-01-16,3,28.19
2193,109,2025-01-04,3,32.86
2194,108,2025-01-16,2,12.34
2195,101,2025-01-05,4,41.72
2196,106,2025-01-01,5,49.8
2197,101,2025-01-14,1,26.97
2198,102,2025-01-13,3,39.0
2199,100,2025-01-14,5,29.97
2200,100,2025-01-24,2,10.63
2201,110,2025-01-25,2,25.6
2202,101,2025-01-02,4,44.49
2203,101,2025-01-25,4,17.19
2204,109,2025-01-01,5,44.44
2205,107,2025-01-24,1,14.82
2206,110,2025-01-27,3,15.5
2207,102,2025-01-04,3,28.78
2208,106,2025-01-06,5,42.57
2209,109,2025-01-21,4,16.59
2210,109,2025-01-22,2,16.97
2211,105,2025-01-02,4,20.59
2212,107,2025-01-25,3,39.05
2213,100,2025-01-23,5,43.98
2214,104,2025-01-21,3,26.0
2215,105,2025-01-07,5,10.3
2216,107,2025-01-13,3,33.85
2217,107,2025-01-04,4,20.96
2218,104,2025-01-19,4,46.29
2219,103,2025-01-28,3,25.18
2220,102,2025-01-07,1,31.2
2221,102,2025-01-14,3,30.22
2222,101,2025-01-08,5,23.43
2223,108,2025-01-28,3,18.32
2224,102,2025-01-27,2,33.26
2225,105,2025-01-25,4,16.83
2226,103,2025-01-12,4,21.44
2227,105,2025-01-01,3,36.73
2228,101,2025-01-04,1,16.43
2229,100,2025-01-07,5,35.07
2230,106,2025-01-27,2,22.64
2231,101,2025-01-12,2,41.19
2232,108,2025-01-02,3,17.33
2233,102,2025-01-25,2,15.55
2234,105,2025-01-29,3,47.54
2235,108,2025-01-13,3,34.86
2236,105,2025-01-16,2,46.82
2237,101,2025-01-29,2,22.87
2238,103,2025-01-11,4,27.02
2239,110,2025-01-04,2,49.22
2240,101,2025-01-22,2,11.97
2241,104,2025-01-08,1,33.13
2242,102,2025-01-28,1,39.09
2243,105,2025-01-26,4,25.01
2244,104,2025-01-21,4,19.85
2245,103,2025-01-06,2,18.45
2246,101,2025-01-12,2,42.11
2247,100,2025-01-13,2,27.44
2248,100,2025-01-11,5,24.64
2249,109,2025-01-08,5,17.01
2250,108,2025-01-30,5,19.88
2251,106,2025-01-05,5,45.11
2252,108,2025-01-10,1,10.5
2253,103,2025-01-05,4,18.93
2254,108,2025-01-13,4,48.31
2255,106,2025-01-23,2,26.79
2256,109,2025-01-17,5,49.61
2257,106,2025-01-25,3,30.48
2258,110,2025-01-01,5,28.76
2259,103,2025-01-22,1,26.36
2260,106,2025-01-27,3,15.0
2261,101,2025-01-04,1,34.54
2262,105,2025-01-24,1,25.36
2263,107,2025-01-06,4,14.94
2264,107,2025-01-13,4,25.94
2265,102,2025-01-21,4,43.69
2266,106,2025-01-15,5,29.13
2267,107,2025-01-06,5,30.25
2268,101,2025-01-13,1,40.65
2269,103,2025-01-29,4,36.32
2270,109,2025-01-17,4,19.65
2271,105,2025-01-13,4,49.34
2272,107,2025-01-19,3,28.25
2273,108,2025-01-04,5,46.65
2274,101,2025-01-07,5,48.54
2275,103,2025-01-25,3,21.72
2276,108,2025-01-14,2,17.01
2277,105,2025-01-21,4,23.97
2278,100,2025-01-01,5,38.68
2279,108,2025-01-04,4,38.33
2280,109,2025-01-20,1,12.93
2281,110,2025-01-07,5,35.86
2282,105,2025-01-31,5,13.55
2283,102,2025-01-01,3,43.37
2284,108,2025-01-10,1,32.91
2285,106,2025-01-29,2,12.62
2286,102,2025-01-15,2,20.04
2287,110,2025-01-07,3,20.09
2288,108,2025-01-04,3,40.31
2289,101,2025-01-15,5,30.52
2290,105,2025-01-11,4,30.88
2291,104,2025-01-13,4,20.7
2292,110,2025-01-28,4,44.8
2293,108,2025-01-26,1,39.45
2294,103,2025-01-25,4,24.1
2295,104,2025-01-21,3,13.29
2296,109,2025-01-30,3,48.72
2297,104,2025-01-18,3,44.31
2298,105,2025-01-14,2,28.59
2299,104,2025-01-24,2,35.14
2300,105,2025-01-07,2,27.88
2301,109,2025-01-24,5,26.33
2302,102,2025-01-01,4,14.66
2303,102,2025-01-15,3,14.91
2304,105,2025-01-09,5,18.71
2305,104,2025-01-22,4,37.61
2306,100,2025-01-14,5,36.72
2307,108,2025-01-24,1,48.88
2308,101,2025-01-21,3,15.0
2309,107,2025-01-30,4,19.4
2310,100,2025-01-28,5,21.05
2311,108,2025-01-22,3,29.36
2312,110,2025-01-10,5,15.08
2313,103,2025-01-07,3,32.22
2314,103,2025-01-06,2,35.6
2315,102,2025-01-11,4,45.91
2316,107,2025-01-25,2,10.4
2317,100,2025-01-29,3,11.8
2318,107,2025-01-05,5,11.43
2319,103,2025-01-16,5,41.65
2320,107,2025-01-11,5,26.42
2321,102,2025-01-29,5,13.7
2322,107,2025-01-18,2,39.88
2323,108,2025-01-20,1,37.16
2324,110,2025-01-31,5,33.3
2325,104,2025-01-29,4,31.98
2326,109,2025-01-05,4,32.55
2327,109,2025-01-22,1,39.39
2328,106,2025-01-03,1,34.13
2329,108,2025-01-07,5,11.6
2330,108,2025-01-17,1,12.05
2331,101,2025-01-29,4,49.23
2332,105,2025-01-20,2,33.4
2333,105,2025-01-14,3,39.28
2334,110,2025-01-30,4,21.17
2335,105,2025-01-31,4,29.76
2336,110,2025-01-05,1,15.77
2337,110,2025-01-03,1,44.99
2338,109,2025-01-15,2,17.88
2339,109,2025-01-01,5,27.51
2340,110,2025-01-02,2,19.1
2341,110,2025-01-12,3,47.14
2342,101,2025-01-27,1,48.37
2343,101,2025-01-05,4,28.58
2344,104,2025-01-14,3,15.16
2345,100,2025-01-04,4,44.39
2346,106,2025-01-28,5,13.36
2347,103,2025-01-30,4,35.37
2348,109,2025-01-13,1,13.56
2349,106,2025-01-08,5,49.46
2350,110,2025-01-16,4,26.66
2351,106,2025-01-05,4,28.21
2352,110,2025-01-21,4,23.03
2353,105,2025-01-17,1,43.22
2354,105,2025-01-19,5,47.47
2355,110,2025-01-25,4,13.63
2356,101,2025-01-17,5,30.38
2357,102,2025-01-31,1,42.41
2358,108,2025-01-16,4,30.29
2359,107,2025-01-08,3,49.53
2360,104,2025-01-08,5,37.26
2361,100,2025-01-02,2,47.04
2362,106,2025-01-31,1,32.7
2363,108,2025-01-04,2,18.41
2364,107,2025-01-31,2,29.28
2365,109,2025-01-25,3,48.45
2366,108,2025-01-30,2,25.54
2367,102,2025-01-20,4,20.12
2368,104,2025-01-27,4,44.03
2369,106,2025-01-02,2,28.82
2370,102,2025-01-26,5,36.95
2371,101,2025-01-12,5,36.52
2372,102,2025-01-30,5,17.48
2373,103,2025-01-06,2,42.5
2374,101,2025-01-06,2,46.86
2375,100,2025-01-21,1,36.26
2376,108,2025-01-30,1,33.3
2377,107,2025-01-22,4,46.82
2378,109,2025-01-17,5,40.78
2379,109,2025-01-17,2,14.46
2380,101,2025-01-23,1,40.51
2381,102,2025-01-21,1,45.75
2382,109,2025-01-11,1,29.61
